product_id,color_name,Art. No.,Fit,More sustainable materials,color_id,product_price,product_name,style_id,product_category,scrapy_datetime,size_model,size_number,cotton,polyester,spandex,elasterell
0751994017,dark_denim_blue,0751994017,slim_fit,,017,16.99,slim_jeans,0751994,men_jeans_slim,2021-12-28 20:58:06,,,0.98,,0.02,
0751994018,denim_blue,0751994018,slim_fit,,018,20.99,slim_jeans,0751994,men_jeans_slim,2021-12-28 20:58:06,,,0.98,,0.02,
0751994031,light_blue,0751994031,slim_fit,,031,14.99,slim_jeans,0751994,men_jeans_slim,2021-12-28 20:58:06,31/32,187,0.99,,0.01,
0751994034,dark_blue,0751994034,slim_fit,Recycled cotton 20%,034,29.99,slim_jeans,0751994,men_jeans_slim,2021-12-28 20:58:06,32/32,189,0.99,,0.01,
0751994024,black_denim,0751994024,slim_fit,,024,29.99,slim_jeans,0751994,men_jeans_slim,2021-12-28 20:58:06,31/32,187,0.98,,0.02,
1013317001,light_denim_blue,1013317001,regular_fit,Recycled cotton 20%,001,39.99,hybrid_regular_tapered_joggers,1013317,men_jeans_regular,2021-12-28 20:58:06,,,0.77,0.21,0.02,
1013317002,denim_blue,1013317002,regular_fit,Recycled cotton 19%,002,39.99,hybrid_regular_tapered_joggers,1013317,men_jeans_regular,2021-12-28 20:58:06,,189,0.78,0.21,0.01,
1013317004,black,1013317004,regular_fit,Recycled cotton 20%,004,39.99,hybrid_regular_tapered_joggers,1013317,men_jeans_regular,2021-12-28 20:58:06,,,0.78,0.21,0.01,
1013317005,dark_gray,1013317005,regular_fit,Recycled polyester 19%,005,39.99,hybrid_regular_tapered_joggers,1013317,men_jeans_regular,2021-12-28 20:58:06,,188,0.79,0.19,0.02,
1013317008,dark_blue,1013317008,regular_fit,,008,39.99,hybrid_regular_tapered_joggers,1013317,men_jeans_regular,2021-12-28 20:58:06,,182,0.77,0.21,0.02,
1013317006,black,1013317006,regular_fit,,006,39.99,hybrid_regular_tapered_joggers,1013317,men_jeans_regular,2021-12-28 20:58:06,,,0.79,0.2,0.01,
0938875001,light_denim_blue,0938875001,slim_fit,Recycled cotton 20%,001,29.99,slim_tapered_jeans,0938875,men_jeans_slim,2021-12-28 20:58:06,31/30,187,0.99,,0.01,
0938875002,white,0938875002,slim_fit,Recycled cotton 20%,002,39.99,slim_tapered_jeans,0938875,men_jeans_slim,2021-12-28 20:58:06,,,0.99,,0.01,
0938875004,dark_gray,0938875004,slim_fit,Recycled cotton 20%,004,18.99,slim_tapered_jeans,0938875,men_jeans_slim,2021-12-28 20:58:06,,,0.99,,0.01,
0938875008,denim_blue,0938875008,slim_fit,Recycled cotton 20%,008,29.99,slim_tapered_jeans,0938875,men_jeans_slim,2021-12-28 20:58:06,31/32,187,0.99,,0.01,
0938875010,light_blue,0938875010,slim_fit,,010,39.99,slim_tapered_jeans,0938875,men_jeans_slim,2021-12-28 20:58:06,,,0.99,,0.01,
0938875007,black,0938875007,slim_fit,,007,39.99,slim_tapered_jeans,0938875,men_jeans_slim,2021-12-28 20:58:06,31/32,188,0.99,,0.01,
0427159001,black_denim,0427159001,skinny_fit,,001,39.99,trashed_skinny_jeans,0427159,men_jeans_ripped,2021-12-28 20:58:06,,,0.91,0.07,0.02,
0427159002,blue_washed_out,0427159002,skinny_fit,,002,39.99,trashed_skinny_jeans,0427159,men_jeans_ripped,2021-12-28 20:58:06,,,0.93,0.06,0.01,
0427159003,denim_blue,0427159003,skinny_fit,,003,39.99,trashed_skinny_jeans,0427159,men_jeans_ripped,2021-12-28 20:58:06,,,0.93,0.06,0.01,
0427159004,light_denim_blue,0427159004,skinny_fit,,004,39.99,trashed_skinny_jeans,0427159,men_jeans_ripped,2021-12-28 20:58:06,,,0.99,,0.01,
0427159005,dark_denim_blue,0427159005,skinny_fit,,005,39.99,trashed_skinny_jeans,0427159,men_jeans_ripped,2021-12-28 20:58:06,,,0.72,0.2,0.07,
0427159007,black_washed_out,0427159007,skinny_fit,,007,18.99,trashed_skinny_jeans,0427159,men_jeans_ripped,2021-12-28 20:58:06,,,0.91,0.07,0.02,
0427159008,denim_blue,0427159008,skinny_fit,,008,18.99,trashed_skinny_jeans,0427159,men_jeans_ripped,2021-12-28 20:58:06,,,0.98,,0.02,
0427159010,white_denim,0427159010,skinny_fit,,010,39.99,trashed_skinny_jeans,0427159,men_jeans_ripped,2021-12-28 20:58:06,,,0.99,,0.01,
0427159011,light_blue_washed_out,0427159011,skinny_fit,,011,24.99,trashed_skinny_jeans,0427159,men_jeans_ripped,2021-12-28 20:58:06,,,0.93,0.06,0.01,
0427159017,super_light_denim_blue,0427159017,skinny_fit,,017,24.99,trashed_skinny_jeans,0427159,men_jeans_ripped,2021-12-28 20:58:06,,,1.0,,,
0427159022,black/trashed,0427159022,skinny_fit,,022,9.99,trashed_skinny_jeans,0427159,men_jeans_ripped,2021-12-28 20:58:06,,,0.93,0.06,0.01,
0427159023,light_denim_blue,0427159023,skinny_fit,,023,21.99,trashed_skinny_jeans,0427159,men_jeans_ripped,2021-12-28 20:58:06,,,0.93,0.06,0.01,
0427159025,denim_blue/bleached,0427159025,skinny_fit,,025,14.99,trashed_skinny_jeans,0427159,men_jeans_ripped,2021-12-28 20:58:06,,,0.93,0.06,0.01,
0427159027,black/bleached,0427159027,skinny_fit,,027,19.99,trashed_skinny_jeans,0427159,men_jeans_ripped,2021-12-28 20:58:06,,,0.93,0.06,0.01,
0427159006,light_denim_blue,0427159006,skinny_fit,,006,39.99,trashed_skinny_jeans,0427159,men_jeans_ripped,2021-12-28 20:58:06,31/32,184,0.93,0.06,0.01,
1004476001,light_denim_blue,1004476001,slim_fit,,001,28.99,freefit®_slim_jeans,1004476,men_jeans_slim,2021-12-28 20:58:06,31/32,182,0.9,,0.02,0.08
1004476003,denim_blue,1004476003,slim_fit,,003,49.99,freefit®_slim_jeans,1004476,men_jeans_slim,2021-12-28 20:58:06,,,0.9,,0.02,0.08
1004476004,dark_denim_blue,1004476004,slim_fit,,004,28.99,freefit®_slim_jeans,1004476,men_jeans_slim,2021-12-28 20:58:06,31/32,182,0.9,,0.02,0.08
1004476005,black/no_fade_black,1004476005,slim_fit,,005,34.99,freefit®_slim_jeans,1004476,men_jeans_slim,2021-12-28 20:58:06,31/32,182,0.9,,0.02,0.08
1004476002,light_denim_blue,1004476002,slim_fit,,002,49.99,freefit®_slim_jeans,1004476,men_jeans_slim,2021-12-28 20:58:06,,,0.9,,0.02,0.08
